Fecha,Hora,Epicentro,Latitud,Longitud,Profundidad,Mag,Máxima intensidad sísmica
2012-07-16,04:31:31,Ibaraki meridional,36.15166666666666,139.81666666666666,52 km,4.8,Intensidad sísmica 4
2012-07-15,23:08:06,Región de Kamikawa del Norte,44.830000000000005,142.15666666666667,0 km,4.2,Intensidad sísmica 4
2012-07-10,12:48:57,Norte de Nagano,36.830000000000005,138.38833333333332,9 km,5.2,Intensidad sísmica 5 débil
2012-07-03,11:31:02,Sur de Chiba,35.0,139.87,88 km,5.2,Intensidad sísmica 4
2012-07-02,11:06:21,Frente a la costa de Iwate,40.025,141.95666666666665,9 km,4.5,Intensidad sísmica 4
2012-06-28,14:51:50,Frente a la costa de Fukushima,37.16666666666666,141.19666666666666,63 km,5.2,Intensidad sísmica 4
2012-06-18,05:32:20,Frente a la costa de Miyagi,38.873333333333335,142.09,47 km,6.2,Intensidad sísmica 4
2012-06-04,15:51:00,A lo largo de las montañas del sur de la prefectura de Miyazaki,32.059999999999995,130.92333333333332,9 km,4.4,Intensidad sísmica 4
2012-06-03,13:07:07,Frente a la costa de Iwate,40.07333333333334,142.12166666666667,48 km,4.2,Intensidad sísmica 4
2012-06-01,17:48:08,Noroeste de Chiba,36.026666666666664,139.875,44 km,5.1,Intensidad sísmica 4
2012-05-29,01:36:47,Noroeste de Chiba,35.805,140.08666666666667,64 km,5.2,Intensidad sísmica 4
2012-05-24,00:02:26,Frente a la costa oriental de la prefectura de Aomori,41.34333333333333,142.1233333333333,60 km,6.1,Intensidad sísmica 5 fuerte
2012-05-18,17:18:58,Ibaraki meridional,36.135,139.84,51 km,4.8,Intensidad sísmica 4
2012-05-16,01:00:46,Frente a la costa de Miyagi,38.27333333333333,141.88833333333332,64 km,4.8,Intensidad sísmica 4
2012-04-30,00:02:18,Frente a la costa de Iwate,39.74166666666667,142.255,23 km,5.6,Intensidad sísmica 4
2012-04-29,19:28:51,Noreste de Chiba,35.715,140.6,48 km,5.8,Intensidad sísmica 5 débil
2012-04-25,05:22:09,Noreste de Chiba,35.72166666666667,140.6783333333333,43 km,5.5,Intensidad sísmica 4
2012-04-19,12:33:23,Frente a la costa de Fukushima,36.94333333333333,141.39,34 km,5.1,Intensidad sísmica 4
2012-04-13,19:10:00,Frente a la costa de Fukushima,36.946666666666665,141.42166666666665,32 km,6.0,Intensidad sísmica 4
2012-04-12,23:50:50,Frente a la costa de Fukushima,37.45166666666667,141.73333333333332,27 km,5.9,Intensidad sísmica 4
2012-04-12,20:19:57,Frente a la costa de Ibaraki,36.82833333333333,141.34166666666667,29 km,5.6,Intensidad sísmica 4
2012-04-01,23:04:24,Frente a la costa de Fukushima,37.07666666666667,141.13166666666666,53 km,5.9,Intensidad sísmica 5 débil
2012-03-27,20:00:42,Frente a la costa de Iwate,39.805,142.33333333333334,21 km,6.6,Intensidad sísmica 5 débil
2012-03-25,22:22:39,Frente a la costa de Fukushima,37.675,141.76833333333337,49 km,5.2,Intensidad sísmica 4
2012-03-18,09:36:29,Frente a la costa de Iwate,39.10333333333333,142.32999999999998,45 km,5.0,Intensidad sísmica 4
2012-03-14,21:05:04,Frente a la costa oriental de Chiba,35.74666666666667,140.93166666666664,15 km,6.1,Intensidad sísmica 5 fuerte
2012-03-14,18:08:33,Apagado Sanriku,40.775,145.22666666666666,64 km,6.9,Intensidad sísmica 4
2012-03-12,07:58:08,"Región de Kumamoto, Kumamoto",32.919999999999995,130.855,8 km,3.9,Intensidad sísmica 4
2012-03-10,02:25:30,Norte de Ibaraki,36.71666666666667,140.61166666666665,7 km,5.4,Intensidad sísmica 5 débil
2012-03-01,07:32:33,Frente a la costa de Ibaraki,36.43833333333333,140.625,56 km,5.3,Intensidad sísmica 5 débil
2012-02-29,23:32:46,Frente a la costa oriental de Chiba,35.335,141.27833333333334,39 km,5.9,Intensidad sísmica 4
2012-02-29,18:00:03,Frente a la costa de Fukushima,37.28833333333333,141.67666666666665,44 km,5.4,Intensidad sísmica 4
2012-02-28,14:20:48,Frente a la costa de Ibaraki,36.535,140.96666666666667,23 km,5.1,Intensidad sísmica 4
2012-02-19,14:54:49,Norte de Ibaraki,36.75,140.58833333333334,7 km,5.2,Intensidad sísmica 5 débil
2012-02-18,14:13:10,Bahía de Tokio,35.583333333333336,140.08666666666667,2 km,4.2,Intensidad sísmica 4
2012-02-14,21:40:16,Norte de Nagano,36.5,137.92,9 km,3.6,Intensidad sísmica 4
2012-02-08,21:01:37,Cerca de Sado,37.865,138.17,14 km,5.7,Intensidad sísmica 5 fuerte
2012-02-08,06:41:28,Frente a la costa de Ibaraki,36.56,140.6783333333333,12 km,4.0,Intensidad sísmica 4
2012-01-30,03:18:23,Hyuganada,32.61333333333334,132.00333333333333,39 km,4.9,Intensidad sísmica 4
2012-01-29,16:46:43,"Prefectura de Yamanashi Oriental, Cinco Lagos de Fuji",35.53666666666666,138.98333333333332,21 km,4.7,Intensidad sísmica 4
2012-01-28,14:20:54,Frente a la costa de Ibaraki,36.77,141.2516666666667,37 km,4.7,Intensidad sísmica 4
2012-01-28,09:22:16,Frente a la costa de Iwate,40.15166666666666,142.42666666666665,36 km,5.7,Intensidad sísmica 4
2012-01-28,07:43:14,"Prefectura de Yamanashi Oriental, Cinco Lagos de Fuji",35.48833333333334,138.97666666666666,18 km,5.4,Intensidad sísmica 5 débil
2012-01-28,07:39:43,"Prefectura de Yamanashi Oriental, Cinco Lagos de Fuji",35.49166666666667,138.97833333333332,18 km,4.9,Intensidad sísmica 4
2012-01-26,05:42:55,Frente a la costa de Miyagi,38.175,141.69166666666666,51 km,5.2,Intensidad sísmica 4
2012-01-23,20:45:41,Frente a la costa de Fukushima,37.05833333333333,141.19,52 km,5.1,Intensidad sísmica 5 débil
2012-01-12,12:20:49,Frente a la costa de Fukushima,36.96666666666667,141.30333333333334,33 km,5.9,Intensidad sísmica 4
2012-01-05,22:13:51,Prefectura de Fukushima Nakadori,37.068333333333335,140.55666666666667,6 km,4.2,Intensidad sísmica 4
2012-01-01,14:27:52,Cerca de Torishima,31.42666666666667,138.565,397 km,7.0,Intensidad sísmica 4
2012-01-01,00:28:52,"Región de Chuetsu, Niigata",36.961666666666666,138.6,7 km,4.2,Intensidad sísmica 4
2011-12-14,13:01:08,"Mino Oriental, Gifu",35.355000000000004,137.2433333333333,49 km,5.1,Intensidad sísmica 4
2011-12-11,10:22:43,Cerca de: Amami Oshima,28.13,129.54333333333332,29 km,5.5,Intensidad sísmica 4
2011-12-10,15:08:16,Frente a la costa de Miyagi,38.625,141.81166666666667,45 km,4.7,Intensidad sísmica 4
2011-12-03,05:55:29,Noreste de Chiba,35.35166666666667,140.32166666666666,22 km,5.2,Intensidad sísmica 4
2011-11-25,04:35:26,Prefectura de Hiroshima del Norte,34.87,132.89333333333332,12 km,4.7,Intensidad sísmica 4
2011-11-24,19:25:33,Fuera de Urakawa,41.75,142.88666666666666,43 km,6.2,Intensidad sísmica 5 débil
2011-11-24,04:24:30,Frente a la costa de Fukushima,37.330000000000005,141.61166666666665,45 km,6.1,Intensidad sísmica 4
2011-11-21,19:16:29,Prefectura de Hiroshima del Norte,34.87166666666667,132.89333333333332,12 km,5.4,Intensidad sísmica 5 débil
2011-11-20,10:23:40,Norte de Ibaraki,36.71,140.58666666666667,9 km,5.3,Intensidad sísmica 5 fuerte
2011-11-18,03:57:56,"Minekita, Fukui",35.93333333333333,136.33666666666667,7 km,4.8,Intensidad sísmica 4
2011-11-10,07:43:12,Akita interior meridional,39.580000000000005,140.44166666666666,7 km,4.1,Intensidad sísmica 4
2011-11-08,11:59:06,Frente a la costa noroeste de la isla principal de Okinawa,27.296666666666667,125.73833333333332,217 km,7.0,Intensidad sísmica 4
2011-11-03,19:34:28,Ibaraki meridional,35.919999999999995,140.14166666666665,62 km,4.9,Intensidad sísmica 4
2011-10-10,11:45:57,Frente a la costa de Fukushima,37.50666666666667,141.485,47 km,5.6,Intensidad sísmica 4
2011-10-05,23:33:27,"Región de Kumamoto, Kumamoto",32.913333333333334,130.85,10 km,4.5,Intensidad sísmica 5 fuerte
2011-10-05,19:06:10,Toyama oriental,36.54833333333333,137.64666666666665,0 km,5.2,Intensidad sísmica 4
2011-10-05,14:17:36,Frente a la costa de Iwate,40.18333333333333,142.01833333333337,12 km,5.0,Intensidad sísmica 4
2011-09-29,19:05:05,"Calle Hamadori, Fukushima",37.13166666666667,140.86833333333334,9 km,5.4,Intensidad sísmica 5 fuerte
2011-09-26,22:46:03,Norte de Ibaraki,36.67333333333333,140.66,5 km,4.2,Intensidad sísmica 4
2011-09-26,17:20:13,"Aizu, Fukushima",37.68333333333333,139.94333333333333,9 km,4.2,Intensidad sísmica 4
2011-09-26,16:49:18,Región central de Hidaka,42.25,142.59333333333333,9 km,4.2,Intensidad sísmica 4
2011-09-23,17:15:56,Norte de Ibaraki,36.69166666666666,140.61666666666667,4 km,5.1,Intensidad sísmica 4
2011-09-21,22:30:57,Norte de Ibaraki,36.736666666666665,140.57666666666665,9 km,5.2,Intensidad sísmica 5 débil
2011-09-18,19:39:46,Fuera de Urakawa,41.935,142.44,66 km,5.0,Intensidad sísmica 4
2011-09-17,04:26:35,Frente a la costa de Iwate,40.25833333333333,143.085,7 km,6.6,Intensidad sísmica 4
2011-09-15,17:00:08,Frente a la costa de Ibaraki,36.255,141.48333333333332,51 km,6.3,Intensidad sísmica 4
2011-09-13,02:42:41,Frente a la costa de Ibaraki,36.545,140.795,54 km,4.3,Intensidad sísmica 4
2011-09-10,15:00:31,Frente a la costa de Ibaraki,36.42833333333333,140.69333333333333,53 km,4.8,Intensidad sísmica 4
2011-09-07,22:29:43,Región central de Hidaka,42.26,142.58833333333334,10 km,5.1,Intensidad sísmica 5 fuerte
2011-09-07,07:27:24,Fuera de Urakawa,42.24666666666667,142.59,10 km,4.3,Intensidad sísmica 4
2011-08-27,14:05:31,Frente a la costa de Ibaraki,36.735,140.7516666666667,15 km,4.3,Intensidad sísmica 4
2011-08-22,09:07:08,Región de Tokachi del Sur,42.67,143.26833333333337,25 km,4.7,Intensidad sísmica 4
2011-08-22,07:05:44,Frente a la costa de Fukushima,37.086666666666666,141.1266666666667,53 km,4.5,Intensidad sísmica 4
2011-08-21,07:58:40,Frente a la costa de Miyagi,38.62166666666667,141.95499999999998,50 km,4.8,Intensidad sísmica 4
2011-08-19,14:36:31,Frente a la costa de Fukushima,37.64833333333333,141.79666666666665,51 km,6.5,Intensidad sísmica 5 débil
2011-08-17,12:05:04,Frente a la costa de Miyagi,38.46,142.18666666666667,31 km,5.1,Intensidad sísmica 4
2011-08-17,09:23:16,Saitama meridional,36.035,139.79333333333332,78 km,4.3,Intensidad sísmica 4
2011-08-15,15:26:48,Ibaraki meridional,36.126666666666665,140.07999999999998,64 km,4.7,Intensidad sísmica 4
2011-08-14,16:38:30,Norte de Ibaraki,36.745,140.575,9 km,4.3,Intensidad sísmica 4
2011-08-12,03:22:04,Frente a la costa de Fukushima,36.96833333333333,141.16,52 km,6.1,Intensidad sísmica 5 débil
2011-08-11,22:31:22,Frente a la costa de Miyagi,38.44833333333333,142.23,30 km,5.3,Intensidad sísmica 4
2011-08-10,08:13:21,Wakayama del Norte,34.05,135.52,61 km,4.7,Intensidad sísmica 4
2011-08-07,12:34:50,Norte de Ibaraki,36.72833333333333,140.595,7 km,4.7,Intensidad sísmica 4
2011-08-05,20:16:02,"Calle Hamadori, Fukushima",37.12,140.84666666666666,7 km,4.7,Intensidad sísmica 4
2011-08-01,23:58:11,Bahía Suruga,34.70666666666667,138.54833333333332,23 km,6.2,Intensidad sísmica 5 débil
2011-08-01,22:44:47,Frente a la costa de Iwate,39.815,142.25333333333333,43 km,5.8,Intensidad sísmica 4
2011-08-01,02:35:57,Fuera de Urakawa,41.708333333333336,143.01166666666666,37 km,5.5,Intensidad sísmica 4
2011-07-31,03:53:50,Frente a la costa de Fukushima,36.90166666666666,141.22,57 km,6.5,Intensidad sísmica 5 fuerte
2011-07-25,03:51:25,Frente a la costa de Fukushima,37.708333333333336,141.6266666666667,46 km,6.3,Intensidad sísmica 5 débil
2011-07-24,23:32:12,Prefectura de Mie del Sur,33.919999999999995,136.13833333333332,42 km,4.8,Intensidad sísmica 4
2011-07-23,13:34:23,Frente a la costa de Miyagi,38.873333333333335,142.09,47 km,6.4,Intensidad sísmica 5 fuerte
2011-07-21,04:18:14,Cerca de: Isla de Okinawa,27.231666666666666,128.315,59 km,5.2,Intensidad sísmica 4
2011-07-15,21:01:10,Ibaraki meridional,36.16333333333333,140.08333333333334,66 km,5.4,Intensidad sísmica 5 débil
2011-07-13,05:47:09,Frente a la costa de Fukushima,37.29,141.17333333333332,14 km,5.3,Intensidad sísmica 4
2011-07-13,00:37:23,Frente a la costa de Miyagi,38.330000000000005,142.00666666666666,47 km,5.1,Intensidad sísmica 4
2011-07-12,17:59:58,Frente a la costa de Miyagi,38.76,142.06166666666667,57 km,4.8,Intensidad sísmica 4
2011-07-11,13:29:28,Frente a la costa de Iwate,39.34166666666667,142.06,48 km,5.1,Intensidad sísmica 4
2011-07-11,09:09:11,"Calle Hamadori, Fukushima",37.09166666666667,140.835,8 km,4.4,Intensidad sísmica 4
2011-07-10,09:57:07,Apagado Sanriku,38.031666666666666,143.50666666666666,34 km,7.3,Intensidad sísmica 4
2011-07-08,03:35:41,Frente a la costa de Fukushima,37.09666666666667,141.12833333333333,55 km,5.6,Intensidad sísmica 4
2011-07-05,19:34:55,Wakayama del Norte,33.995,135.24166666666665,7 km,4.5,Intensidad sísmica 4
2011-07-05,19:18:43,Wakayama del Norte,33.99,135.23333333333332,7 km,5.5,Intensidad sísmica 5 fuerte
2011-07-03,02:11:10,"Aizu, Fukushima",37.67666666666666,139.93166666666664,9 km,3.9,Intensidad sísmica 4
2011-06-30,14:11:36,Chubu Nagano,36.20166666666667,137.95166666666665,4 km,3.4,Intensidad sísmica 4
2011-06-30,08:21:33,Chubu Nagano,36.18833333333333,137.95333333333332,4 km,5.1,Intensidad sísmica 4
2011-06-30,08:16:37,Chubu Nagano,36.18833333333333,137.95333333333332,4 km,5.4,Intensidad sísmica 5 fuerte
2011-06-28,21:18:26,"Región de Kumamoto, Kumamoto",33.02333333333333,130.735,11 km,4.2,Intensidad sísmica 4
2011-06-23,19:35:02,Frente a la costa de Miyagi,38.46666666666667,141.60666666666663,57 km,5.3,Intensidad sísmica 4
2011-06-23,17:22:49,Frente a la costa de Fukushima,37.065,141.17333333333332,50 km,4.5,Intensidad sísmica 4
2011-06-23,06:50:50,Frente a la costa de Iwate,39.946666666666665,142.59,36 km,6.9,Intensidad sísmica 5 débil
2011-06-18,20:31:04,Frente a la costa de Fukushima,37.61666666666667,141.82,28 km,6.0,Intensidad sísmica 4
2011-06-18,13:39:04,Prefectura de Fukushima Nakadori,37.06,140.6266666666667,15 km,4.6,Intensidad sísmica 4
2011-06-14,21:48:54,Apagado Kushiro,43.11666666666667,145.36,73 km,5.1,Intensidad sísmica 4
2011-06-12,05:08:58,Frente a la costa de Fukushima,37.215,141.20999999999998,21 km,4.5,Intensidad sísmica 4
2011-06-09,19:38:32,Frente a la costa de Ibaraki,36.49666666666667,140.97,13 km,5.7,Intensidad sísmica 4
2011-06-09,07:11:14,Frente a la costa de Iwate,39.04,142.44166666666666,34 km,5.0,Intensidad sísmica 4
2011-06-04,01:57:31,Shimane oriental,35.095,132.67,11 km,5.2,Intensidad sísmica 4
2011-06-04,01:00:14,Frente a la costa de Fukushima,36.99,141.20999999999998,30 km,5.5,Intensidad sísmica 5 débil
2011-06-02,16:01:50,"Región de Chuetsu, Niigata",37.02833333333333,138.69166666666666,8 km,3.4,Intensidad sísmica 4
2011-06-02,12:51:03,"Región de Chuetsu, Niigata",37.04166666666666,138.70666666666665,8 km,4.1,Intensidad sísmica 4
2011-06-02,11:33:48,"Región de Chuetsu, Niigata",37.016666666666666,138.70499999999998,6 km,4.7,Intensidad sísmica 5 fuerte
2011-05-31,21:28:35,Frente a la costa de Iwate,39.34166666666667,142.06166666666667,48 km,5.3,Intensidad sísmica 4
2011-05-27,22:33:36,Akita interior meridional,39.611666666666665,140.63166666666666,5 km,4.6,Intensidad sísmica 4
2011-05-27,17:04:08,Prefectura de Fukushima Nakadori,37.07333333333334,140.64499999999998,15 km,4.2,Intensidad sísmica 4
2011-05-27,12:34:15,"Calle Hamadori, Fukushima",37.111666666666665,140.82833333333332,8 km,4.7,Intensidad sísmica 4
2011-05-26,19:56:36,Norte de Ibaraki,36.71833333333333,140.6233333333333,6 km,4.8,Intensidad sísmica 4
2011-05-25,05:36:13,"Calle Hamadori, Fukushima",37.111666666666665,140.82999999999998,7 km,5.0,Intensidad sísmica 5 débil
2011-05-22,07:06:27,Noreste de Chiba,35.72833333333333,140.64333333333332,48 km,5.5,Intensidad sísmica 4
2011-05-20,17:53:03,Ibaraki meridional,35.98833333333334,140.08833333333334,64 km,4.6,Intensidad sísmica 4
2011-05-20,16:28:46,Frente a la costa de Fukushima,37.45166666666667,141.48333333333332,41 km,5.2,Intensidad sísmica 4
2011-05-20,09:46:15,Frente a la costa oriental de Chiba,35.8,141.17499999999998,36 km,5.8,Intensidad sísmica 4
2011-05-18,16:23:56,Frente a la costa de Fukushima,37.22,141.39333333333332,48 km,4.2,Intensidad sísmica 4
2011-05-17,00:53:32,Frente a la costa de Fukushima,37.376666666666665,141.29666666666665,35 km,4.6,Intensidad sísmica 4
2011-05-14,08:35:50,Frente a la costa de Fukushima,37.32666666666667,141.62833333333333,41 km,5.9,Intensidad sísmica 4
2011-05-10,23:01:53,Wakayama del Norte,34.19833333333333,135.185,5 km,4.2,Intensidad sísmica 4
2011-05-10,08:38:22,Norte de Ibaraki,36.69833333333333,140.63666666666666,6 km,4.5,Intensidad sísmica 4
2011-05-08,05:52:20,Frente a la costa de Iwate,40.24333333333333,142.5,34 km,5.7,Intensidad sísmica 4
2011-05-07,13:34:53,"Aizu, Fukushima",37.745,139.93166666666664,8 km,4.6,Intensidad sísmica 4
2011-05-06,02:04:27,"Calle Hamadori, Fukushima",37.098333333333336,140.80833333333334,6 km,5.2,Intensidad sísmica 5 débil
2011-05-03,22:57:14,Prefectura de Fukushima Nakadori,37.01166666666666,140.585,8 km,4.5,Intensidad sísmica 4
2011-05-01,11:48:45,Frente a la costa de Fukushima,37.42333333333333,141.20833333333331,29 km,4.6,Intensidad sísmica 4
2011-04-30,14:46:59,Frente a la costa de Fukushima,37.335,141.295,33 km,4.5,Intensidad sísmica 4
2011-04-30,14:06:31,Frente a la costa de Ibaraki,36.75833333333333,141.28,37 km,5.3,Intensidad sísmica 4
2011-04-29,15:54:48,Frente a la costa de Iwate,39.34,142.06333333333333,48 km,4.8,Intensidad sísmica 4
2011-04-28,18:27:46,Frente a la costa de Fukushima,37.41333333333333,141.78,44 km,5.7,Intensidad sísmica 4
2011-04-27,19:27:24,Norte de Nagano,36.82,138.6233333333333,0 km,4.6,Intensidad sísmica 4
2011-04-26,21:12:01,Ibaraki meridional,36.085,139.975,46 km,5.0,Intensidad sísmica 4
2011-04-25,18:00:18,Frente a la costa de Ibaraki,36.17333333333333,141.025,39 km,5.0,Intensidad sísmica 4
2011-04-24,19:09:51,Prefectura de Fukushima Nakadori,37.05833333333333,140.63833333333332,14 km,4.5,Intensidad sísmica 4
2011-04-23,08:15:26,Norte de Ibaraki,36.708333333333336,140.64,5 km,4.5,Intensidad sísmica 4
2011-04-23,00:25:16,Frente a la costa de Fukushima,37.16833333333333,141.19333333333333,21 km,5.4,Intensidad sísmica 5 débil
2011-04-22,01:11:16,Frente a la costa de Fukushima,37.51,141.45166666666665,48 km,5.6,Intensidad sísmica 4
2011-04-21,22:37:02,Frente a la costa oriental de Chiba,35.675,140.685,46 km,6.0,Intensidad sísmica 5 débil
2011-04-21,17:18:13,Frente a la costa de Miyagi,38.32,142.23166666666663,31 km,5.2,Intensidad sísmica 4
2011-04-19,23:47:08,Frente a la costa de Fukushima,36.88,140.81333333333333,8 km,4.5,Intensidad sísmica 4
2011-04-19,23:10:20,Ibaraki meridional,36.16833333333333,139.80666666666667,53 km,5.0,Intensidad sísmica 4
2011-04-19,21:55:33,Frente a la costa de Iwate,40.07666666666667,142.11166666666665,48 km,4.3,Intensidad sísmica 4
2011-04-19,04:14:27,Akita interior meridional,39.60166666666667,140.38666666666666,6 km,4.9,Intensidad sísmica 5 débil
2011-04-18,11:08:13,Prefectura de Fukushima Nakadori,37.086666666666666,140.65833333333333,8 km,4.2,Intensidad sísmica 4
2011-04-17,23:46:52,"Calle Hamadori, Fukushima",37.09333333333333,140.83333333333334,7 km,4.5,Intensidad sísmica 4
2011-04-17,00:56:22,"Región de Chuetsu, Niigata",37.02166666666667,138.68833333333333,8 km,4.9,Intensidad sísmica 5 débil
2011-04-16,11:19:31,Ibaraki meridional,36.34,139.945,79 km,5.9,Intensidad sísmica 5 fuerte
2011-04-14,12:08:58,"Calle Hamadori, Fukushima",36.98333333333333,140.77166666666668,11 km,5.4,Intensidad sísmica 4
2011-04-14,07:35:49,Norte de Ibaraki,36.77833333333333,140.57166666666666,9 km,5.1,Intensidad sísmica 4
2011-04-13,10:07:58,"Calle Hamadori, Fukushima",36.915,140.70666666666665,5 km,5.7,Intensidad sísmica 5 débil
2011-04-13,04:37:48,Frente a la costa de Iwate,39.34333333333333,142.06333333333333,48 km,5.5,Intensidad sísmica 4
2011-04-12,19:15:34,"Calle Hamadori, Fukushima",37.15,140.82,10 km,4.5,Intensidad sísmica 4
2011-04-12,17:48:25,"Calle Hamadori, Fukushima",37.02666666666666,140.68833333333333,10 km,4.9,Intensidad sísmica 4
2011-04-12,16:14:59,Norte de Nagano,36.83166666666667,138.56833333333333,1 km,4.6,Intensidad sísmica 4
2011-04-12,14:32:47,Prefectura de Fukushima Nakadori,37.098333333333336,140.65333333333334,15 km,4.0,Intensidad sísmica 4
2011-04-12,14:26:33,"Calle Hamadori, Fukushima",37.04166666666666,140.65166666666667,14 km,4.8,Intensidad sísmica 4
2011-04-12,14:07:42,Prefectura de Fukushima Nakadori,37.05166666666666,140.64333333333332,15 km,6.4,Intensidad sísmica 6 débil
2011-04-12,08:48:14,"Calle Hamadori, Fukushima",37.03,140.69166666666666,11 km,4.7,Intensidad sísmica 4
2011-04-12,08:08:15,Frente a la costa oriental de Chiba,35.48166666666667,140.86666666666667,26 km,6.4,Intensidad sísmica 5 débil
2011-04-12,07:26:16,Norte de Nagano,36.818333333333335,138.605,0 km,5.6,Intensidad sísmica 5 débil
2011-04-12,00:57:55,"Calle Hamadori, Fukushima",37.06166666666666,140.65333333333334,11 km,5.0,Intensidad sísmica 4
2011-04-11,22:05:40,"Calle Hamadori, Fukushima",37.01833333333333,140.69,11 km,4.7,Intensidad sísmica 4
2011-04-11,20:42:35,"Calle Hamadori, Fukushima",36.965,140.63333333333333,11 km,5.9,Intensidad sísmica 5 débil
2011-04-11,18:36:20,"Calle Hamadori, Fukushima",36.9,140.67999999999998,8 km,4.8,Intensidad sísmica 4
2011-04-11,18:05:18,"Calle Hamadori, Fukushima",36.98833333333334,140.73,12 km,5.1,Intensidad sísmica 4
2011-04-11,17:59:45,"Calle Hamadori, Fukushima",36.99166666666667,140.73,12 km,4.8,Intensidad sísmica 4
2011-04-11,17:58:02,Prefectura de Fukushima Nakadori,37.02333333333333,140.60666666666663,10 km,4.9,Intensidad sísmica 4
2011-04-11,17:26:29,Prefectura de Fukushima Nakadori,37.06166666666666,140.62166666666667,5 km,5.4,Intensidad sísmica 5 débil
2011-04-11,17:19:31,"Calle Hamadori, Fukushima",37.005,140.72,11 km,4.5,Intensidad sísmica 4
2011-04-11,17:17:47,"Calle Hamadori, Fukushima",36.89,140.71499999999995,9 km,5.7,Intensidad sísmica 5 débil
2011-04-11,17:16:12,"Calle Hamadori, Fukushima",36.94499999999999,140.67166666666665,6 km,7.0,Intensidad sísmica 6 débil
2011-04-11,13:51:44,Frente a la costa de Fukushima,37.46833333333333,141.32333333333332,29 km,5.0,Intensidad sísmica 4
2011-04-11,06:35:53,Frente a la costa de Ibaraki,36.74,141.15333333333334,53 km,5.1,Intensidad sísmica 4
2011-04-10,20:22:15,"Calle Hamadori, Fukushima",37.083333333333336,140.76666666666668,7 km,3.8,Intensidad sísmica 4
2011-04-09,18:42:20,Frente a la costa de Miyagi,38.24666666666667,141.81333333333333,58 km,5.4,Intensidad sísmica 5 débil
2011-04-09,17:02:19,Ibaraki meridional,36.22833333333333,140.09,54 km,4.3,Intensidad sísmica 4
2011-04-07,23:32:43,Frente a la costa de Miyagi,38.20333333333333,141.92,66 km,7.2,Intensidad sísmica 6 fuerte
2011-04-07,11:40:46,Frente a la costa de Ibaraki,36.54,140.89,51 km,4.9,Intensidad sísmica 4
2011-04-06,22:54:51,Frente a la costa de Fukushima,37.63333333333333,141.57166666666666,46 km,5.3,Intensidad sísmica 4
2011-04-06,21:56:50,Norte de Ibaraki,36.73333333333333,140.60166666666666,7 km,4.9,Intensidad sísmica 4
2011-04-05,05:43:57,Frente a la costa de Ibaraki,36.30166666666666,140.915,41 km,4.3,Intensidad sísmica 4
2011-04-03,21:57:39,Frente a la costa de Fukushima,37.263333333333335,141.40166666666667,48 km,4.6,Intensidad sísmica 4
2011-04-03,16:38:45,Frente a la costa de Fukushima,37.625,141.65,47 km,5.4,Intensidad sísmica 4
2011-04-02,23:38:08,"Calle Hamadori, Fukushima",37.095,140.83333333333334,6 km,4.8,Intensidad sísmica 4
2011-04-02,16:55:53,Ibaraki meridional,36.20666666666667,139.96166666666664,54 km,5.0,Intensidad sísmica 5 débil
2011-04-02,13:08:07,Frente a la costa de Miyagi,38.77166666666667,142.095,42 km,5.2,Intensidad sísmica 4
2011-04-02,04:59:49,Frente a la costa de Miyagi,38.875,141.99499999999998,49 km,4.9,Intensidad sísmica 4
2011-04-01,20:57:54,Frente a la costa de Iwate,39.335,142.165,45 km,6.0,Intensidad sísmica 4
2011-04-01,19:49:44,Akita interior septentrional,40.25666666666667,140.36333333333332,12 km,5.0,Intensidad sísmica 5 fuerte
2011-03-31,16:15:29,Frente a la costa de Miyagi,38.87166666666667,142.08333333333334,47 km,6.1,Intensidad sísmica 5 débil
2011-03-31,01:32:52,Norte de Nagano,36.96,138.57333333333332,4 km,2.8,Intensidad sísmica 4
2011-03-30,22:19:04,Frente a la costa de Ibaraki,36.64833333333333,140.93166666666664,50 km,5.0,Intensidad sísmica 4
2011-03-29,19:54:30,Frente a la costa de Fukushima,37.40833333333333,142.46833333333333,13 km,6.6,Intensidad sísmica 4
2011-03-28,07:23:57,Frente a la costa de Miyagi,38.38333333333333,142.345,32 km,6.5,Intensidad sísmica 5 débil
2011-03-27,05:36:02,"Calle Hamadori, Fukushima",37.13166666666667,140.85,6 km,4.0,Intensidad sísmica 4
2011-03-26,23:10:59,Norte de Ibaraki,36.725,140.65166666666667,7 km,4.3,Intensidad sísmica 4
2011-03-26,22:33:04,"Calle Hamadori, Fukushima",37.080000000000005,140.76833333333337,9 km,3.7,Intensidad sísmica 4
2011-03-26,19:18:34,Frente a la costa de Miyagi,38.56666666666667,141.89,49 km,5.2,Intensidad sísmica 4
2011-03-25,20:36:24,Frente a la costa de Miyagi,38.72833333333333,142.10666666666663,45 km,6.3,Intensidad sísmica 4
2011-03-24,17:20:58,Frente a la costa de Iwate,39.07666666666667,142.35666666666663,34 km,6.2,Intensidad sísmica 5 débil
2011-03-24,08:56:49,Ibaraki meridional,36.17666666666666,140.04166666666666,52 km,4.8,Intensidad sísmica 5 débil
2011-03-24,05:32:56,Frente a la costa de Ibaraki,36.22666666666667,140.935,45 km,4.7,Intensidad sísmica 4
2011-03-23,18:55:20,"Calle Hamadori, Fukushima",37.11,140.76,9 km,4.7,Intensidad sísmica 5 fuerte
