地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1983/06/09,21:49:01.2,秋田県沖,40°13.2′N,138°54.0′E,23 km,6.1,震度４
1983/05/26,12:56:56.0,青森県西方沖,40°45.8′N,139°22.4′E,9 km,6.1,震度３
1982/12/17,11:43:07.2,与那国島近海,24°42.0′N,122°43.0′E,60 km,6.1,震度３
1981/01/19,03:11:27.0,三陸沖,38°38.0′N,143°09.0′E,0 km,6.1,震度３
1981/01/18,18:43:34.0,三陸沖,38°30.0′N,143°14.0′E,0 km,6.1,震度２
1980/12/20,08:32:40.6,鳥島近海,30°41.0′N,141°09.0′E,60 km,6.1,震度１
1980/01/13,00:57:01.3,十勝沖,41°38.0′N,143°53.0′E,60 km,6.1,震度４
1978/06/04,05:03:53.2,島根県東部,35°05.0′N,132°42.0′E,0 km,6.1,震度４
1978/04/07,08:29:48.9,千葉県東方沖,35°03.0′N,141°22.0′E,30 km,6.1,震度４
1977/04/21,10:45:45.0,父島近海,26°53.0′N,143°09.0′E,0 km,6.1,震度３
1977/01/17,15:23:35.5,父島近海,26°33.0′N,142°34.0′E,70 km,6.1,震度２
1975/06/10,23:58:51.8,北海道東方沖,43°08.3′N,147°41.0′E,0 km,6.1,震度２
1975/01/23,23:19:14.7,熊本県阿蘇地方,33°01.5′N,131°08.9′E,0 km,6.1,震度５
1974/11/16,08:32:43.0,千葉県東方沖,35°51.8′N,141°06.5′E,32 km,6.1,震度４
1974/06/27,10:49:09.2,三宅島近海,33°48.1′N,139°23.6′E,23 km,6.1,震度４
1974/05/17,05:00:03.5,小笠原諸島西方沖,27°26.6′N,140°50.6′E,498 km,6.1,震度１
1974/01/25,04:12:49.6,十勝沖,41°55.6′N,144°10.3′E,34 km,6.1,震度４
1973/09/05,22:03:12.9,三陸沖,39°29.1′N,143°19.9′E,52 km,6.1,震度３
1973/06/24,12:04:16.0,北海道東方沖,43°05.6′N,147°00.5′E,59 km,6.1,震度２
1973/06/18,05:37:54.2,根室半島南東沖,42°34.1′N,146°12.4′E,45 km,6.1,震度４
1972/12/27,23:06:08.1,オホーツク海南部,45°58.8′N,144°14.6′E,343 km,6.1,震度２
1972/09/02,10:49:39.9,奄美大島北東沖,29°26.2′N,130°44.5′E,75 km,6.1,震度３
1972/03/26,07:59:40.3,根室半島南東沖,43°07.0′N,146°12.8′E,42 km,6.1,震度４
1971/09/24,10:09:58.2,三陸沖,39°21.6′N,143°35.0′E,31 km,6.1,震度２
1971/06/11,04:59:54.1,青森県西方沖,41°00.8′N,138°50.4′E,250 km,6.1,震度２
1971/01/05,06:08:53.4,遠州灘,34°29.4′N,137°09.5′E,39 km,6.1,震度４
1970/12/07,05:20:49.5,十勝沖,41°40.2′N,143°46.9′E,26 km,6.1,震度３
1970/07/26,16:10:35.5,日向灘,32°07.8′N,132°04.9′E,16 km,6.1,震度４
1970/01/01,04:01:51.6,奄美大島近海,28°29.5′N,129°05.7′E,0 km,6.1,震度５
1968/07/01,19:45:11.6,埼玉県北部,36°02.7′N,139°23.8′E,65 km,6.1,震度４
1968/06/13,06:57:39.2,三陸沖,39°20.6′N,142°58.1′E,20 km,6.1,震度３
1968/05/17,01:13:44.1,三陸沖,39°55.3′N,143°35.1′E,11 km,6.1,震度２
1968/05/14,23:05:05.0,トカラ列島近海,29°36.9′N,129°41.6′E,153 km,6.1,震度４
1968/02/21,10:44:52.0,宮崎県南部山沿い,32°02.0′N,130°45.3′E,0 km,6.1,震度５
1967/11/28,11:36:54.6,宮崎県南部山沿い,32°06.6′N,130°56.8′E,146 km,6.1,震度４
1966/07/01,14:50:42.0,与那国島近海,24°38.7′N,122°27.9′E,57 km,6.1,震度３
1965/06/13,16:06:11.5,十勝沖,41°36.4′N,143°51.6′E,20 km,6.1,震度３
1965/04/20,08:41:59.4,静岡県中部,34°55.4′N,138°18.9′E,26 km,6.1,震度４
1964/06/16,16:14:58.6,新潟県下越沖,38°22.7′N,139°24.0′E,15 km,6.1,震度３
1964/06/16,13:17:41.6,山形県沖,38°39.0′N,139°31.4′E,0 km,6.1,震度３
1964/05/03,01:10:59.0,千島列島,44°33.9′N,150°39.0′E,0 km,6.1,震度１
1963/05/08,19:22:09.4,茨城県沖,36°25.0′N,141°10.4′E,42 km,6.1,震度４
1962/12/21,18:33:19.3,浦河沖,42°03.1′N,142°28.0′E,72 km,6.1,震度４
1961/11/27,14:57:12.3,大隅半島東方沖,31°18.1′N,131°10.6′E,111 km,6.1,震度４
1961/08/18,06:16:34.2,千島列島,45°16.9′N,149°50.5′E,200 km,6.1,震度２
1961/03/25,07:57:11.7,千葉県東方沖,35°49.1′N,141°05.9′E,33 km,6.1,震度４
1961/02/14,01:27:26.9,北海道東方沖,43°34.7′N,147°26.5′E,2 km,6.1,震度１
1961/01/16,23:03:55.0,茨城県沖,36°11.5′N,142°02.0′E,79 km,6.1,震度２
1960/09/12,21:17:13.8,沖縄本島近海,27°13.6′N,129°15.9′E,35 km,6.1,震度３
1960/06/16,00:36:54.2,岩手県沖,40°07.0′N,142°29.5′E,30 km,6.1,震度３
1960/03/24,07:22:33.8,三陸沖,39°11.0′N,143°42.7′E,11 km,6.1,震度２
1960/03/21,18:18:23.9,三陸沖,39°46.3′N,143°20.4′E,10 km,6.1,震度２
1960/03/21,09:34:51.7,三陸沖,39°41.0′N,143°24.2′E,19 km,6.1,震度３
1960/03/04,12:53:09.1,薩摩半島西方沖,31°01.8′N,130°38.5′E,140 km,6.1,震度４
1960/02/05,01:50:30.2,三陸沖,38°41.7′N,142°47.1′E,0 km,6.1,震度２
2023/02/25,22:27:43.6,釧路沖,42°45.3′N,145°04.5′E,63 km,6.0,震度５弱
2022/12/13,23:25:20.3,奄美大島近海,27°36.0′N,129°24.8′E,37 km,6.0,震度４
2022/09/18,17:09:58.1,沖縄本島北西沖,26°20.6′N,125°55.2′E,8 km,6.0,震度２
2022/08/07,22:40:43.6,北海道東方沖,43°43.8′N,147°44.0′E,0 km,6.0,震度３
2022/05/22,12:24:11.3,茨城県沖,36°46.4′N,141°24.2′E,5 km,6.0,震度５弱
2021/09/14,07:46:05.9,東海道南方沖,32°27.6′N,137°59.7′E,385 km,6.0,震度３
2021/08/04,05:33:36.8,茨城県沖,36°12.3′N,141°48.3′E,18 km,6.0,震度３
2021/01/12,11:39:42.0,北海道西方沖,43°38.2′N,139°59.1′E,235 km,6.0,震度２
2019/07/13,09:57:43.0,奄美大島北西沖,29°14.1′N,128°10.7′E,256 km,6.0,震度３
2019/03/11,02:10:50.5,福島県沖,36°45.7′N,142°24.3′E,18 km,6.0,震度３
2019/01/08,21:39:30.0,種子島近海,30°34.3′N,131°09.8′E,30 km,6.0,震度４
2018/09/16,01:24:36.0,沖縄本島近海,26°37.4′N,129°35.6′E,43 km,6.0,震度２
2018/07/07,20:23:48.9,千葉県東方沖,35°09.9′N,140°35.5′E,57 km,6.0,震度５弱
2017/11/16,18:43:34.6,八丈島東方沖,32°21.1′N,140°44.7′E,46 km,6.0,震度３
2017/11/13,07:24:08.5,三陸沖,38°00.3′N,144°48.3′E,56 km,6.0,震度２
2016/10/24,05:25:24.8,北海道東方沖,43°46.0′N,147°58.0′E,0 km,6.0,震度２
2016/02/15,03:09:24.6,鳥島近海,30°18.6′N,139°07.0′E,438 km,6.0,震度２
2016/01/06,06:59:51.3,硫黄島近海,22°13.1′N,143°49.8′E,185 km,6.0,震度１
2015/04/20,20:45:13.0,与那国島近海,23°57.4′N,122°28.5′E,21 km,6.0,震度３
2014/12/20,18:29:57.8,福島県沖,37°25.5′N,141°36.3′E,44 km,6.0,震度４
2014/08/29,04:14:35.5,日向灘,32°08.4′N,132°08.7′E,18 km,6.0,震度４
2014/05/05,05:18:25.4,伊豆大島近海,34°57.1′N,139°28.8′E,156 km,6.0,震度５弱
2014/05/03,19:57:14.0,硫黄島近海,22°34.5′N,144°22.4′E,107 km,6.0,震度２
2014/03/19,21:19:25.9,台湾付近,23°56.2′N,122°16.9′E,21 km,6.0,震度２
2013/08/04,12:28:50.8,宮城県沖,38°09.7′N,141°48.1′E,58 km,6.0,震度５強
2013/05/18,14:47:59.7,福島県沖,37°42.5′N,141°37.7′E,46 km,6.0,震度５強
2012/06/10,06:00:17.7,台湾付近,24°25.0′N,122°16.0′E,70 km,6.0,震度３
2012/05/27,06:48:08.8,小笠原諸島西方沖,27°00.1′N,140°38.9′E,499 km,6.0,震度２
2012/05/20,04:05:17.5,三陸沖,39°41.9′N,143°40.8′E,33 km,6.0,震度３
2012/04/13,19:10:00.3,福島県沖,36°56.8′N,141°25.3′E,32 km,6.0,震度４
2012/03/14,19:49:23.1,三陸沖,40°40.8′N,144°58.0′E,69 km,6.0,震度３
2012/02/29,00:07:33.2,小笠原諸島西方沖,28°10.5′N,139°44.5′E,521 km,6.0,震度１
2012/02/14,15:21:59.5,茨城県沖,36°13.0′N,141°35.8′E,54 km,6.0,震度３
2011/06/18,20:31:04.6,福島県沖,37°37.0′N,141°49.2′E,28 km,6.0,震度４
2011/06/14,22:06:52.8,三陸沖,37°48.7′N,143°34.9′E,50 km,6.0,震度３
2011/04/21,22:37:02.1,千葉県東方沖,35°40.5′N,140°41.1′E,46 km,6.0,震度５弱
2011/04/21,10:54:40.5,三陸沖,40°18.6′N,143°39.0′E,11 km,6.0,震度２
2011/04/14,15:08:42.6,関東東方沖,35°31.0′N,142°27.9′E,28 km,6.0,震度１
2011/04/01,20:57:54.6,岩手県沖,39°20.1′N,142°09.9′E,45 km,6.0,震度４
2011/03/23,07:12:28.7,福島県浜通り,37°05.0′N,140°47.2′E,8 km,6.0,震度５強
2011/03/22,22:50:49.8,茨城県沖,35°51.6′N,141°46.8′E,22 km,6.0,震度３
2011/03/12,03:11:25.6,福島県沖,37°10.2′N,142°01.5′E,26 km,6.0,震度３
2011/03/11,17:43:53.3,茨城県沖,36°16.2′N,142°05.2′E,0 km,6.0,震度２
2011/03/11,17:40:54.5,福島県沖,37°25.4′N,141°16.3′E,30 km,6.0,震度５強
2011/03/11,17:32:59.4,三陸沖,39°12.0′N,142°57.3′E,12 km,6.0,震度３
2011/03/11,16:35:49.4,福島県沖,37°03.5′N,142°29.1′E,28 km,6.0,震度２
2011/03/11,15:03:58.8,茨城県沖,36°19.7′N,141°57.7′E,17 km,6.0,震度３
2011/03/11,14:55:53.4,茨城県沖,36°29.5′N,141°46.3′E,55 km,6.0,震度３
2011/03/09,11:58:11.8,三陸沖,38°17.9′N,143°09.3′E,21 km,6.0,震度３
2011/01/10,19:24:23.6,硫黄島近海,23°43.4′N,143°49.4′E,147 km,6.0,震度１
2009/09/03,22:26:17.9,薩摩半島西方沖,31°07.5′N,130°18.0′E,167 km,6.0,震度４
2008/07/21,06:30:29.8,小笠原諸島西方沖,27°49.9′N,139°59.7′E,492 km,6.0,震度１
2007/12/07,09:47:34.6,鳥島近海,30°03.5′N,141°37.3′E,75 km,6.0,震度２
2007/11/26,22:51:37.5,福島県沖,37°18.2′N,141°45.4′E,44 km,6.0,震度４
2007/03/08,14:03:29.3,鳥島近海,29°52.1′N,140°53.6′E,152 km,6.0,震度２
2006/11/18,03:03:12.0,奄美大島近海,28°31.0′N,130°09.2′E,30 km,6.0,震度４
2006/10/11,08:58:03.5,福島県沖,37°11.6′N,143°01.8′E,50 km,6.0,震度３
2006/04/16,07:40:54.6,台湾付近,22°43.5′N,121°22.9′E,75 km,6.0,震度１
2006/03/28,22:32:46.6,鳥島近海,31°50.1′N,138°09.0′E,439 km,6.0,震度３
2006/02/17,11:13:31.6,硫黄島近海,24°16.8′N,141°52.1′E,196 km,6.0,震度１
2005/11/22,00:36:31.8,種子島近海,30°56.8′N,130°20.2′E,146 km,6.0,震度３
2005/09/21,11:25:08.6,国後島付近,43°42.5′N,146°23.8′E,103 km,6.0,震度４
2005/09/06,10:16:01.8,台湾付近,23°54.8′N,122°17.2′E,14 km,6.0,震度１
2005/07/23,16:34:56.3,千葉県北西部,35°34.9′N,140°08.3′E,73 km,6.0,震度５強
2005/04/19,10:46:54.9,鳥島近海,29°43.9′N,139°39.2′E,441 km,6.0,震度２
2004/11/29,03:36:41.1,釧路沖,42°53.0′N,145°14.1′E,46 km,6.0,震度４
2004/11/07,11:02:25.5,オホーツク海南部,47°30.2′N,144°45.0′E,507 km,6.0,震度２
2004/10/23,18:11:56.7,新潟県中越地方,37°15.1′N,138°49.7′E,12 km,6.0,震度６強
2003/12/29,10:30:55.4,釧路沖,42°25.1′N,144°45.3′E,39 km,6.0,震度４
2003/12/24,08:15:21.0,沖縄本島北西沖,26°30.4′N,125°51.0′E,0 km,6.0,震度２
2003/10/29,06:48:23.0,北海道東方沖,43°36.2′N,147°43.9′E,31 km,6.0,震度３
2003/09/28,07:11:58.5,奄美大島北西沖,28°55.6′N,128°10.7′E,0 km,6.0,震度２
2003/09/27,05:38:22.3,釧路沖,42°01.5′N,144°43.6′E,34 km,6.0,震度３
2003/04/29,22:53:17.2,北海道東方沖,43°31.6′N,147°41.0′E,18 km,6.0,震度３
2003/04/08,03:28:35.0,茨城県沖,36°22.4′N,141°57.4′E,24 km,6.0,震度２
2002/09/01,14:56:24.1,台湾付近,24°05.3′N,122°14.6′E,38 km,6.0,震度２
2002/08/25,03:40:53.9,根室半島南東沖,43°05.4′N,146°07.1′E,44 km,6.0,震度４
2001/12/09,05:29:34.5,奄美大島近海,28°14.9′N,129°29.3′E,36 km,6.0,震度５強
2001/06/24,22:18:50.6,択捉島南東沖,44°27.4′N,148°41.3′E,30 km,6.0,震度１
2001/03/23,20:30:10.4,北海道東方沖,43°49.0′N,147°56.5′E,0 km,6.0,震度２
2001/02/26,14:58:21.2,オホーツク海南部,46°31.6′N,144°44.5′E,416 km,6.0,震度２
2001/02/08,14:41:42.0,宮古島近海,24°10.1′N,125°15.4′E,16 km,6.0,震度３
2000/10/03,13:13:26.4,三陸沖,40°10.2′N,143°21.9′E,10 km,6.0,震度３
2000/07/30,09:18:02.2,三宅島近海,34°01.8′N,139°24.1′E,11 km,6.0,震度５強
2000/06/25,15:34:45.2,大隅半島東方沖,31°02.5′N,131°37.8′E,36 km,6.0,震度４
1999/01/12,11:32:28.8,小笠原諸島西方沖,26°51.3′N,140°41.6′E,469 km,6.0,震度２
1997/11/11,08:06:42.8,鳥島近海,31°17.5′N,141°04.0′E,50 km,6.0,震度２
1997/07/15,01:09:36.8,根室半島南東沖,43°07.1′N,146°17.2′E,37 km,6.0,震度２
1997/05/24,02:50:38.4,遠州灘,34°30.0′N,137°29.9′E,23 km,6.0,震度３
1997/02/22,08:40:24.3,択捉島南東沖,43°57.4′N,149°24.7′E,60 km,6.0,震度２
1996/02/15,06:26:54.9,鳥島近海,29°14.8′N,141°10.9′E,177 km,6.0,震度２
1995/12/01,00:09:23.3,国後島付近,44°09.0′N,145°46.6′E,147 km,6.0,震度３
1995/10/19,08:25:55.9,奄美大島近海,28°03.8′N,130°34.3′E,37 km,6.0,震度４
1995/08/17,05:58:47.9,奄美大島北西沖,28°27.6′N,128°01.7′E,1 km,6.0,震度１
1995/07/08,14:42:53.0,三陸沖,39°36.9′N,143°44.5′E,0 km,6.0,震度２
1995/03/12,00:21:10.6,択捉島南東沖,43°46.0′N,148°02.6′E,6 km,6.0,震度２
1995/01/12,19:26:48.3,北海道東方沖,43°44.1′N,147°19.7′E,37 km,6.0,震度３
1994/12/28,21:25:48.7,三陸沖,40°26.2′N,143°41.7′E,32 km,6.0,震度１
1994/10/19,02:12:54.1,北海道東方沖,43°19.6′N,147°03.1′E,66 km,6.0,震度３
1994/10/09,17:48:56.2,北海道東方沖,43°34.6′N,147°45.5′E,0 km,6.0,震度２
1994/10/05,01:06:27.5,北海道東方沖,42°54.6′N,147°30.7′E,15 km,6.0,震度１
1994/08/16,19:09:32.0,宮城県沖,37°50.0′N,142°35.6′E,22 km,6.0,震度３
1994/08/14,18:06:50.8,宮城県沖,38°40.8′N,142°23.1′E,42 km,6.0,震度４
1994/04/30,12:28:40.5,大隅半島東方沖,31°17.4′N,131°34.5′E,48 km,6.0,震度４
1993/07/13,01:01:05.4,北海道南西沖,42°43.4′N,139°19.8′E,29 km,6.0,震度４
1993/07/12,23:45:00.6,北海道南西沖,43°06.3′N,139°13.3′E,8 km,6.0,震度４
1992/09/28,23:06:02.6,与那国島近海,24°03.6′N,122°27.5′E,58 km,6.0,震度３
1992/07/25,11:53:27.6,三陸沖,38°39.3′N,143°22.6′E,0 km,6.0,震度３
1991/10/28,10:09:12.8,周防灘,33°55.4′N,131°09.9′E,19 km,6.0,震度４
1991/10/08,12:31:18.9,択捉島南東沖,44°56.2′N,149°10.6′E,145 km,6.0,震度２
1991/05/07,22:09:30.4,三陸沖,39°22.5′N,144°58.0′E,18 km,6.0,震度３
1990/09/24,07:09:04.2,東海道南方沖,33°08.6′N,138°35.3′E,42 km,6.0,震度３
1990/06/01,10:22:09.2,千葉県東方沖,35°38.7′N,140°43.6′E,59 km,6.0,震度４
1990/04/01,04:31:41.5,根室半島南東沖,42°45.2′N,147°06.4′E,19 km,6.0,震度２
1989/12/22,01:49:15.7,択捉島南東沖,44°25.0′N,149°57.2′E,5 km,6.0,震度１
1989/10/29,12:09:11.5,三陸沖,39°34.5′N,143°45.1′E,0 km,6.0,震度２
1989/08/22,08:12:38.3,台湾付近,24°21.2′N,122°12.2′E,55 km,6.0,震度２
1989/03/06,23:39:44.3,千葉県東方沖,35°41.8′N,140°42.6′E,56 km,6.0,震度５
1989/03/01,11:42:01.4,択捉島南東沖,44°10.1′N,149°00.8′E,10 km,6.0,震度１
1989/01/23,07:20:17.8,十勝沖,41°45.2′N,144°31.0′E,64 km,6.0,震度３
1987/09/23,16:15:47.4,千島列島,45°12.2′N,149°42.2′E,151 km,6.0,震度２
